ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2
lp_1431	1134	1278	1171	1425
lp_1435	1940	2234	788	655
lp_1436	9790	8785	6098	11488
lp_1437	21052	18856	16616	26784
lp_1438	10584	9880	9087	13958
lp_1440	14	20	14	12
lp_1442	784	791	469	417
lp_1443	158	204	285	271
lp_1445	290	286	138	146
lp_1446	158	242	1053	1281
lp_1447	28	48	155	179
lp_1448	59	52	256	267
lp_1449	32	38	165	168
lp_1450	77	66	228	279
lp_1452	27460	32216	21175	19480
lp_1453	445	533	651	628
lp_1454	655	726	978	980
lp_1455	978	949	753	792
lp_1456	907	840	746	677
lp_1457	2681	2776	1720	1950
lp_1458	1297	1358	830	695
lp_1459	1695	2099	1931	1869
lp_1460	4056	4231	3233	3743
lp_1461	18147	19025	15194	15429
lp_1462	7740	7991	6558	5862
lp_1465	96	100	163	161
lp_1466	263	323	623	632
lp_1467	55	85	69	87
lp_1468	1396	1789	1804	2086
lp_1469	1824	2016	2149	2583
lp_1470	2100	2419	2160	2793
lp_1471	1236	1576	1184	1663
lp_1472	1892	1998	1993	2218
lp_1482	263	282	617	773
lp_1483	1322	1372	2639	3436
lp_1507	6818	7834	8044	7416
lp_1508	6699	7199	6426	7425
lp_1509	2015	2195	1963	2224
lp_1510	1158	1142	1155	1174
lp_1511	1396	1532	1347	1382
lp_1512	4919	5244	4294	4969
lp_1513	3379	3183	2506	2959
lp_1514	16379	18876	15853	16899
lp_1515	35651	36861	23616	18545
lp_1516	19298	14428	13384	8212
lp_1517	18523	17464	13324	8837
lp_1518	0	2	1	0
lp_1519	142	192	241	184
lp_1521	71	80	121	110
lp_1522	109	122	96	171
lp_1523	103	150	266	262
lp_1525	101	76	63	94
lp_1527	2300	2147	1701	2014
lp_1528	4192	3880	3163	3766
lp_1529	2506	1955	1636	1936
lp_1530	3501	2827	2167	2819
lp_1531	4211	3829	2668	3612
lp_1532	834	822	609	721
lp_1533	2116	2042	1426	1645
lp_1534	3381	3475	2275	2712
lp_1535	11356	11388	7380	3761
lp_1539	801	810	948	1372
lp_1540	0	5	10	10
lp_1541	16827	17849	13630	13487
lp_1543	614	671	665	775
lp_1544	6842	6835	5869	4861
lp_1545	5050	5179	4283	4020
lp_1546	595	619	922	886
lp_1548	2062	2928	2923	3491
lp_1549	370	435	550	577
lp_1552	36	24	30	40
lp_1553	8407	9868	8509	8807
lp_1554	965	1113	1055	1181
lp_1555	2189	2061	1868	2152
lp_1556	3990	3884	3305	4057
lp_1557	2879	2699	2428	2876
lp_1558	3308	3342	2751	2999
lp_1559	10164	10423	8667	9023
lp_1561	13465	13732	10038	12243
lp_1562	7954	7992	6621	6916
lp_1563	4308	4365	3772	2796
lp_1564	767	875	692	717
lp_1565	418	485	373	352
lp_1566	54	69	775	722
lp_1567	5394	6102	4650	4359
lp_1568	8202	7443	5477	5849
lp_1570	1208	946	657	907
lp_1571	1332	889	651	893
lp_1572	9045	9337	6484	9564
lp_1573	17479	16889	14417	16726
lp_1574	1036	894	637	811
lp_1576	2344	2154	1949	2889
lp_1577	1155	1275	1275	823
lp_1578	428	372	395	496
lp_1579	631	639	551	614
lp_1580	10531	12834	5185	5036
lp_1581	26054	29895	13395	11998
lp_1583	5778	4889	3444	4359
lp_1584	8000	7061	4683	6584
lp_1585	2509	2544	2188	2193
lp_1586	1819	2239	1953	1935
lp_1587	59	45	39	67
lp_1591	1751	1895	1416	1638
lp_1592	82782	81289	49415	40571
lp_1593	66601	68575	40857	33120
lp_1594	46092	48762	31181	24775
lp_1595	13402	13185	9292	9512
lp_1596	16295	17702	13445	14226
lp_1597	14570	15825	11651	12340
lp_1598	8946	9532	7738	6798
lp_1599	1419	1441	1110	1684
lp_1600	3957	3813	3274	4008
lp_1601	688	694	599	721
lp_1602	2043	1703	1528	1809
lp_1603	2610	2354	1958	2240
lp_1604	3003	2907	2231	2826
lp_1605	2596	2541	2122	2455
lp_1607	7719	8011	8607	10375
lp_1608	2377	2453	3031	3143
lp_1609	4157	3708	4403	4231
lp_1610	2800	2820	3359	3279
lp_1611	219	286	204	250
lp_1612	5864	6541	5047	5987
lp_1613	2329	2941	2119	2717
lp_1614	2175	2128	2046	2542
lp_1615	3413	3195	3147	3618
lp_1616	2118	2102	1889	2173
lp_1617	2289	2217	2249	2434
lp_1618	2040	2016	2010	2214
lp_1619	5693	5589	5285	5627
lp_1635	7288	7312	7095	6804
lp_1636	69895	70463	42305	27575
lp_1637	25133	23359	15968	9658
lp_1638	1673	1683	762	746
lp_1639	2615	2626	1303	1301
lp_1640	20551	24364	16404	12268
lp_1642	485	451	459	632
lp_1645	20	28	28	22
lp_1648	559	596	558	620
lp_1649	961	1233	1027	1348
lp_1652	43	48	55	58
lp_1653	0	4	6	8
lp_1654	0	12	4	6
lp_1655	8	4	0	9
lp_1656	12	1	6	9
lp_1657	25	26	30	39
lp_1658	30	10	29	26
lp_1659	558	561	603	769
lp_1660	908	1000	1139	1288
lp_1662	10	10	16	10
lp_1663	46	40	44	45
lp_1664	61	71	61	54
lp_1665	30	35	41	72
lp_1667	14	32	46	83
lp_1668	563	592	641	717
lp_1669	814	859	749	931
lp_1670	389	1263	3873	5150
lp_1671	684	2603	9137	12631
lp_1672	175	601	2352	3754
lp_1673	582	1796	6818	12184
lp_1674	335	1057	4630	7075
lp_1675	548	1824	7653	12719
lp_1676	301	925	4333	6482
lp_1677	236	696	3455	5131
lp_1678	682	1788	8582	13757
lp_1679	443	1086	5122	7986
lp_1680	329	909	3968	7268
lp_1681	374	1022	5066	7736
lp_1682	290	777	3774	5466
lp_1684	32	32	18	24
lp_1685	203	225	541	643
lp_1686	201	186	441	453
lp_1687	429	413	338	463
lp_1688	52	64	98	77
lp_1689	42	58	29	29
lp_1690	2007	2317	2031	2751
lp_1694	296	357	302	285
lp_1695	36	44	49	35
lp_1696	1114	1028	1331	1281
lp_1697	639	638	1087	1114
lp_1698	819	1049	603	518
lp_1699	1182	1342	1173	1202
lp_1700	699	840	1280	1530
lp_1701	681	714	1171	1386
lp_1702	1798	1835	2708	1947
lp_1703	1479	1664	2211	2493
lp_1704	1317	1642	3204	4756
lp_1705	1279	1377	3180	3687
lp_1706	1406	1525	3681	4057
lp_1708	1205	1225	1555	1652
lp_1709	480	515	623	637
lp_1711	1957	2516	2817	3333
lp_1712	2036	2549	2174	2232
lp_1713	1927	2178	2188	2558
lp_1715	1464	1466	852	670
lp_1716	1574	1421	921	726
lp_1717	233	303	217	416
lp_1718	93	100	82	80
lp_1721	61	82	78	90
lp_1722	62	72	75	76
lp_1723	1300	1389	1409	1425
lp_1724	1884	2139	1930	2104
lp_1726	1368	1591	1529	1400
lp_1729	175	246	137	146
lp_1731	146	204	237	246
lp_1732	1456	1641	1014	1005
lp_1733	3116	3615	2846	2666
lp_1734	2446	2823	2660	2400
lp_1735	1393	1790	1431	1499
lp_1737	3826	4419	4891	5291
lp_1738	2408	2296	1744	1610
lp_1739	10170	10300	7819	8412
lp_1741	2697	2781	1627	1527
lp_1744	19	37	24	38
lp_1745	18	20	8	32
lp_1746	20	22	32	16
lp_1747	485	555	1156	1144
lp_1748	34	27	52	61
lp_1749	4	8	20	13
lp_1750	4	4	0	6
lp_1751	7291	8475	6978	7576
lp_1752	1982	1932	1756	1907
lp_1753	523	484	500	519
lp_1754	19937	17729	18238	15260
lp_1756	2747	2979	1782	2084
lp_1760	335	410	635	670
lp_1762	46	43	136	120
lp_1763	93	89	624	571
lp_1779	5212	5104	4894	6085
lp_1780	724	583	478	700
lp_1781	1550	1510	1138	1537
lp_1782	880	963	1536	2149
lp_1783	2388	2580	4543	6374
lp_1784	6045	6401	9523	12509
lp_1785	351	370	912	1135
lp_1786	274	288	262	289
lp_1787	443	454	500	607
lp_1788	312	322	359	373
lp_1789	406	473	430	488
lp_1790	177	217	187	142
lp_1793	4158	5459	4364	4977
lp_1795	1660	2052	1402	1501
lp_1796	4990	5596	4229	4079
lp_1797	1126	1106	986	783
lp_1798	296	250	328	339
lp_1801	1083	1261	1069	817
lp_1803	132	171	178	157
lp_1805	397	396	311	503
lp_1806	390	398	337	458
lp_1807	290	227	263	365
lp_1809	627	640	427	396
lp_1812	791	1055	1282	1619
lp_1813	317	435	375	369
lp_1814	613	712	755	882
lp_1815	355	380	516	509
lp_1816	9	9	5	7
lp_1817	13	24	30	34
lp_1818	869	913	1136	983
lp_1819	987	1173	1347	1207
lp_1820	1032	1085	525	562
lp_1821	610	769	691	861
lp_1822	243	314	207	299
lp_1824	57	57	119	160
lp_1825	108	130	163	194
lp_1833	266	258	359	420
lp_1834	4	2	7	3
lp_1835	1761	2060	3776	3538
lp_1836	1611	1732	3687	3301
lp_1837	16865	16482	15060	14478
lp_1838	18172	18675	14725	13956
lp_1842	1729	2213	2066	1970
lp_1843	4010	4152	3829	4209
lp_1845	7321	6569	6204	6753
lp_1846	2136	1966	1614	2044
lp_1847	2567	2280	1820	2198
lp_1848	16345	19008	9518	9557
lp_1850	8362	9466	8285	9093
lp_1852	1342	1582	1421	1440
lp_1853	1191	1311	1296	1306
lp_1854	1517	1601	1837	1793
lp_1856	209	249	221	242
lp_1857	217	339	293	291
lp_1859	58	86	24	41
lp_1860	117	138	59	99
lp_1863	1163	1181	657	682
lp_1864	7781	8956	7391	7255
lp_1865	1539	1692	1508	1426
lp_1866	1618	1819	1752	1556
lp_1867	4123	4556	3796	3938
lp_1868	6382	7183	6761	7629
lp_1869	2081	2019	2342	2781
lp_1870	3807	4153	4420	5629
lp_1871	6621	6883	7378	9204
lp_1872	2352	2359	8635	9117
lp_1873	3297	3336	5199	5939
lp_1874	2220	2246	3388	3915
lp_1876	2001	2353	4692	5404
lp_1877	2409	2422	1834	2108
lp_1879	54781	61244	52821	43815
lp_1881	8951	8958	7194	7900
lp_1882	61825	68563	61906	58635
lp_1883	16246	16144	13564	13236
lp_1884	12431	13782	10850	10679
lp_1885	2375	2633	3366	3563
lp_1886	1638	1974	2368	2486
lp_1887	1663	1910	1901	1851
lp_1888	2179	2091	1966	1963
lp_1889	2571	2702	2045	2616
lp_1890	2573	2772	2039	2492
lp_1891	1704	1654	1208	1543
lp_1892	1427	1285	1159	1312
lp_1893	2737	2734	2296	2451
lp_1894	929	727	655	617
lp_1897	133961	149200	58909	54715
lp_1898	39912	44656	20579	21818
lp_1899	2996	3323	3346	3533
lp_1904	5041	5295	8364	8824
lp_1905	2767	2955	3958	4564
lp_1906	1553	1734	2290	2619
lp_1908	3092	3472	1434	760
lp_1909	41	75	48	64
lp_1910	76	88	54	76
lp_1911	1006	1255	1152	1532
lp_1912	45	50	115	104
lp_1913	198	208	170	184
lp_1914	229	287	222	268
lp_1915	499	669	651	634
lp_1918	285	221	335	464
lp_1921	605	548	351	286
lp_1922	390	462	492	513
lp_1923	1032	1135	1650	1970
lp_1925	645	661	942	1413
lp_1926	161	122	164	188
lp_1927	151	144	149	199
lp_1928	419	383	339	393
lp_1929	90	90	92	118
lp_1930	335	418	432	586
lp_1931	518	472	635	757
lp_1933	28	55	33	55
lp_1934	83	75	52	64
lp_1936	37	34	34	39
lp_1937	36	26	30	37
lp_1938	332	411	602	887
lp_1939	931	1024	965	1018
lp_1943	271	345	374	378
lp_1944	45	30	56	69
lp_1945	38	24	48	81
lp_1946	2	2	4	5
lp_1947	321	362	257	271
lp_1948	34	66	58	52
lp_1949	125	139	115	122
lp_1955	63	64	69	42
lp_1956	407	391	289	396
lp_1957	442	404	305	469
lp_1958	354	304	258	290
lp_1959	331	230	157	215
lp_1964	12484	13322	10981	12347
lp_1965	4674	4830	4021	5066
lp_1966	2609	2485	1888	2235
lp_1967	3235	2939	2533	2856
lp_1968	964	906	805	913
lp_1969	2089	2088	1721	1971
lp_1970	4354	4400	3751	4621
lp_1972	67523	71476	52490	64504
lp_1973	23315	21604	18964	18584
lp_1974	499	695	1812	2066
lp_1975	93	87	62	46
lp_1976	2382	2780	2005	2224
lp_1977	1584	1634	1323	1396
lp_1978	1545	1780	1503	1584
lp_1979	218	160	211	212
lp_1980	8587	7657	6712	8618
lp_1981	5805	5215	4063	5832
lp_1982	3557	4155	3609	3308
lp_1983	259	344	369	370
lp_1985	824	828	748	774
lp_1986	1830	1843	1662	2252
lp_1987	4145	4386	3729	5318
lp_1988	3203	3348	3099	2850
lp_1989	1999	1610	1304	1817
lp_1990	2089	1810	1528	2132
lp_1991	394	377	253	281
lp_1992	1768	1814	1707	1869
lp_1994	2868	3108	2296	1884
lp_2015	2954	3134	2859	3277
lp_2016	56023	60806	45911	45037
lp_2017	14273	13350	11166	11178
lp_2018	41737	38614	32132	33506
lp_2019	33732	32242	25916	28258
lp_2020	5378	3696	2570	3838
lp_2021	21475	15577	11528	16231
lp_2026	11843	11822	9036	10397
lp_2027	40011	39552	33459	34039
lp_2028	9523	10093	7925	8905
lp_2029	15508	15822	13999	15547
lp_2030	1713	1762	2977	3128
lp_2031	1975	2115	3325	3936
lp_2032	1136	1087	1776	2183
lp_2033	29	25	17	14
lp_2034	43	43	29	30
lp_2035	63	66	53	66
lp_2036	22	18	20	19
lp_2037	50	66	33	62
lp_2039	3444	3351	2406	2140
lp_2040	26326	24427	17397	17120
lp_2041	3883	3536	2402	2611
lp_2042	2216	2020	1533	1577
lp_2043	6695	6412	4379	4515
lp_2044	2533	2426	1431	1593
lp_2045	9780	9901	8401	7716
lp_2048	13910	14892	12320	12013
lp_2049	4218	3788	3481	3052
lp_2050	2294	2086	1979	1985
lp_2054	21525	23252	16799	14917
lp_2055	57698	60935	43635	34829
lp_2056	2407	2906	1180	1031
lp_2057	78129	94869	65686	67016
lp_2058	239	268	263	245
lp_2059	839	918	719	767
lp_2060	993	1205	1073	1142
lp_2061	440	333	276	226
lp_2062	965	886	685	506
lp_2063	4577	6056	4421	5102
lp_2066	313	395	250	245
lp_2067	999	881	1025	1125
lp_2068	723	633	581	806
lp_2069	13	16	6	20
lp_2071	1225	1334	1301	894
lp_2081	122	108	107	142
lp_2082	434	357	317	628
lp_2083	1057	1033	967	1185
lp_2084	16	8	4	9
lp_2085	1413	1585	1206	1381
lp_2086	6947	6990	5103	4442
lp_2087	8625	9145	6559	7057
lp_2088	629	478	438	548
lp_2089	1425	1228	1071	1437
lp_2090	1596	1378	1226	1654
lp_2093	494	745	1113	1500
lp_2094	4139	3725	3129	3876
lp_2095	236	311	1095	1178
lp_2096	301	381	1621	1798
lp_2097	458	639	2363	2482
lp_2098	160	209	562	513
lp_2099	1277	1048	26	60
lp_2100	734	707	16	17
lp_2102	865	877	20	27
lp_2104	288	227	8	4
lp_2106	555	363	17	26
lp_2107	519	366	29	57
lp_2108	324	252	20	53
lp_2109	2200	2244	2867	3127
lp_2110	3016	3286	2070	1778
lp_2111	4641	4949	2920	2859
lp_2112	963	1139	894	794
lp_2113	10165	12145	16853	17710
lp_2114	1446	1369	1000	1011
lp_2115	4981	4628	3437	4355
lp_2116	10109	11038	8857	8727
lp_2118	53503	58752	39763	41511
lp_2119	304742	331295	299861	309971
lp_2121	599	538	333	230
lp_2122	8284	9123	8415	7969
lp_2123	4462	4606	4077	3520
lp_2125	17455	19846	11048	7209
lp_2126	22851	28432	19390	11866
lp_2128	3165	3382	2310	2618
lp_2129	2938	2718	2114	2715
lp_2130	738	585	541	620
lp_2131	590	518	427	497
lp_2132	2474	2640	2294	3150
lp_2133	737	731	716	972
lp_2134	1066	973	1015	1351
lp_2135	296	224	213	342
lp_2136	17693	19588	21674	24412
lp_2137	3290	3634	4136	4809
lp_2141	866	733	497	398
lp_2143	469	503	380	282
lp_2146	64111	72670	30340	28712
lp_2147	1057	1055	1234	1354
lp_2149	437	414	523	668
lp_2150	295	270	430	546
lp_2151	621	786	38294	42099
lp_2152	524	629	32631	36091
lp_2153	346	470	20913	23881
lp_2154	324	389	18859	19625
lp_2155	4109	5067	4460	4146
lp_2156	358	321	191	222
lp_2157	1278	1269	1330	985
lp_2158	20869	24077	20188	19608
lp_2159	2897	3120	1970	1701
lp_2160	1492	1666	1289	743
lp_2162	10982	14091	20556	23143
lp_2166	4077	4575	4055	4229
lp_2168	3494	3776	2077	2415
lp_2169	1278	1331	752	1033
lp_2170	583	514	250	412
lp_2173	100	118	82	107
lp_2174	52	83	52	79
lp_2175	45	42	30	60
lp_2176	368	386	236	374
lp_2177	855	730	719	917
lp_2178	6993	7241	4281	5047
lp_2179	3606	3918	2713	3510
lp_2180	7343	7528	5693	6705
lp_2181	2656	2356	2150	2247
lp_2182	911	979	795	867
lp_2183	2390	2584	1792	2334
lp_2185	3229	3398	2512	2815
lp_2187	34066	38592	34078	35902
lp_2189	19174	20639	15929	17446
lp_2190	7590	8135	6783	7301
lp_2191	1949	1931	1765	1848
lp_2192	5977	5979	5176	5625
lp_2193	14807	15419	13473	15074
lp_2194	13507	13955	12598	14380
lp_2195	2918	2834	2231	2234
lp_2196	4560	4195	3291	3681
lp_2197	5296	5350	3797	4173
lp_2199	4887	4950	3580	3235
lp_2200	10792	11475	7421	9018
lp_2201	1085	998	770	951
lp_2202	2433	1787	1361	2078
lp_2203	1207	844	586	954
lp_2205	1179	1248	1031	913
lp_2206	772	1009	1105	1316
lp_2210	3828	4172	2564	2651
lp_2211	1737	2141	1368	1292
lp_2212	646	903	845	911
lp_2213	1564	1750	1161	1060
lp_2215	2251	2815	1720	1716
lp_2216	575	631	450	358
lp_2217	2931	3620	3508	3586
lp_2218	1108	1419	1320	1554
lp_2219	2555	3374	8302	9283
lp_2220	2735	3151	6553	6430
lp_2221	4075	5043	3846	4003
lp_2222	2463	2720	2447	2466
lp_2223	1370	1438	1088	1284
lp_2225	5956	6257	6422	6431
lp_2226	680	808	699	873
lp_2227	9139	9348	9739	8240
lp_2228	7032	7310	9293	11340
lp_2229	1980	2329	2139	2571
lp_2230	3048	3524	3334	3726
lp_2231a	249	184	244	264
lp_2231b	524	423	536	460
lp_2231c	5777	6220	5299	5752
lp_2232	3514	4189	2437	2341
lp_2234	2036	1824	1255	1235
lp_2235	3640	3429	2170	2778
lp_2236	1961	1807	1286	1729
lp_2237	3122	3162	2373	3020
lp_2238	885	860	609	779
lp_2240	3464	3517	1155	1192
lp_2242	4490	4044	2144	2701
lp_2243	2362	2055	1404	2107
lp_2244	40	21	11	13
lp_2246	20	15	13	13
lp_2247	17	24	15	17
lp_2248	48	56	6	29
lp_2249	56	43	31	28
lp_2251	3536	3558	2948	3591
lp_2253	15007	16580	15180	12134
lp_2254	168	189	191	191
lp_2255	678	778	760	935
lp_2256	11858	12044	7565	7960
lp_2258	5993	7863	7684	9186
lp_2259	911	781	632	693
lp_2260	3204	2908	3247	4160
lp_2261	1806	1679	1953	2348
lp_2262	804	969	750	824
lp_2263	12777	12596	11060	12354
lp_2264	7491	7243	6463	7637
lp_2265	1193	1020	892	1068
lp_2266	746	616	481	686
lp_2267	512	488	376	454
lp_2268	515	548	373	461
lp_2269	1614	1957	1472	1263
lp_2270	4954	6002	4836	3623
lp_2271	7374	7408	5550	6206
lp_2272	1048	1028	798	908
lp_2273	2226	1679	1438	1751
lp_2274	4066	3525	2281	3649
lp_2275	1891	1765	1041	1556
lp_2277	18668	21513	16266	18771
lp_2278	5469	5489	4740	4880
lp_2279	3424	3403	3204	3122
lp_2280	365	334	198	368
lp_2281	3698	3901	3376	2954
lp_2282	3312	2912	2469	2554
lp_2285	3663	3596	2825	3059
lp_2286	3136	2718	2008	2372
lp_2287	1494	1430	943	1393
lp_2289	2770	3322	1651	1686
lp_2292	218	180	160	186
lp_2297	4118	4125	3865	3913
lp_2298	5072	5090	4708	5574
lp_2299	1647	1498	1326	1740
lp_2300	19779	23217	18467	16033
lp_2301	11392	12711	10066	11497
lp_2302	3474	3528	3293	4156
lp_2303	4787	5067	3602	2838
lp_2304	8550	9468	6342	5263
lp_2305	4588	4644	3712	3846
lp_2306	3009	2905	2389	2782
lp_2308	1104	1387	1389	1230
lp_2312	2145	2296	1315	1414
lp_2313	932	886	569	574
lp_2314	593	624	416	383
lp_2315	11885	12786	7761	7266
lp_2316	9227	9626	5817	5498
lp_2317	3943	3429	2672	2125
lp_2318	6608	5837	4244	3606
lp_2319	18487	16906	11121	11484
lp_2320	809	757	394	424
lp_2321	1225	1037	614	731
lp_2322	14954	14495	11735	14489
lp_2323	1936	2279	2440	3069
lp_2325	4242	4508	3144	3460
lp_2326	2373	2161	1717	1874
lp_2328	6911	8380	6970	7906
lp_2330	746	880	996	1166
lp_2331	25461	25449	21170	13528
lp_2333	1149	1262	811	782
lp_2334	788	638	506	619
lp_2335	424	301	231	263
lp_2336	1876	1887	1307	1737
lp_2337	1488	1744	1554	1845
lp_2339	718	693	885	817
lp_2340	4380	4607	6885	8579
lp_2341	3941	3485	1224	1272
lp_2344	1589	1463	1133	1101
lp_2345	18425	21436	15197	16023
lp_2346	6755	6317	5668	7033
lp_2347	5292	4848	4510	5608
lp_2349	10151	10878	14490	17278
lp_2350	5782	5855	3900	4232
lp_2351	2528	2295	1602	1864
lp_2352	2118	1864	1438	1549
lp_2353	2019	1621	1573	1187
lp_2354	4279	3267	2731	2596
lp_2357	1234	1232	817	903
lp_2358	2816	2777	1964	2079
lp_2359	7660	6969	5765	5983
lp_2360	707	654	626	656
lp_2361	3815	3807	3569	4411
lp_2363	16908	18759	12818	11750
lp_2364	80803	87623	58987	56450
lp_2365	54965	54731	39256	38842
lp_2366	71227	76051	49928	52135
lp_2367	25812	23283	18813	15865
lp_2368	23805	24812	16451	16404
lp_2369	5910	4649	4363	3177
lp_2370	30793	28999	22071	19159
lp_2371	565	593	7919	12353
lp_2374	7714	6168	4986	6630
lp_2375	6164	5135	3885	5538
lp_2376	2089	1847	1409	1775
lp_2377	1520	1607	1353	1380
lp_2378	6102	5993	4528	5218
lp_2379	1811	1668	1223	1372
lp_2380	7824	9534	7857	8837
lp_2382	3469	4359	3499	3779
lp_2384	3399	3989	13107	14810
lp_2385	586	576	542	455
lp_2388	70	58	38	66
lp_2390	464	531	885	990
lp_2391	1858	2288	1891	2046
lp_2393	1009	805	461	557
lp_2394	1222	1095	736	711
lp_2395	781	671	444	458
lp_2396	164	110	35	53
lp_2397	1690	1874	1884	2109
lp_2425	11	18	11	9
lp_2457	47	69	44	44
lp_2482	3190	3896	3847	4147
lp_2483	1812	2419	2231	2415
lp_2484	17	25	14	10
lp_2485	74	80	47	56
lp_2486	270	312	194	251
lp_2488	7	7	13	12
lp_2488a	8	2	4	0
lp_2488h	0	0	0	0
lp_2499	24	27	13	26
lp_2502	47242	56395	42992	43924
lp_2503	3950	4008	1644	1184
lp_2504	3788	3882	2771	2956
lp_2505	2617	2855	2094	2312
lp_2506	1695	1903	1412	1808
lp_2507	2814	3109	2839	3822
lp_2508	681	654	609	803
lp_2509	2683	3112	684	589
lp_2512	196	163	197	208
lp_2513	107	87	50	89
lp_2514	139	100	42	62
lp_2515	861	941	1136	1267
lp_2516	1583	1332	1463	912
lp_2519	1007	1024	808	860
lp_2520	648	721	590	591
lp_2521	329	407	443	572
lp_2522	9	11	6	4
lp_2523	4	6	4	3
lp_2524	1348	1480	1405	1248
lp_2525	4713	4748	1790	2133
lp_2526	3855	4161	2430	2232
lp_2529	85	72	34	47
lp_2532	781	832	608	659
lp_2534	1715	1438	1072	1468
lp_2535	51	62	34	60
lp_2536	51	73	46	66
lp_2537	7	14	16	27
lp_2541	758	762	605	567
lp_2542	810	754	494	437
lp_2543	1259	1436	727	687
lp_2544	4946	6996	34111	35896
lp_2548	441	380	234	400
lp_2550	57	40	46	94
lp_2551	23	22	32	33
lp_2552	7	2	9	9
lp_2553	7	15	0	7
lp_2554	7	18	5	15
lp_2556	5	4	6	12
lp_2557	2	4	8	8
lp_2558	2	8	11	11
lp_2559	10	12	8	6
lp_2560	6	4	2	4
lp_2561	2	11	8	10
lp_2563	186	224	277	372
lp_2564	449	442	444	385
lp_2565	2998	3552	2513	2426
lp_2566	1639	1950	1284	1285
lp_2572	70	104	282	324
lp_2573	581	617	282	279
lp_2574	984	865	411	464
lp_2575	246	304	271	304
lp_2578	290	343	152	248
lp_2579	308	270	152	212
lp_2582	1280	1428	1432	1529
lp_2585	1134	998	1026	1283
lp_2586	45	92	85	114
lp_2589	1141	1510	1548	1770
lp_2590	781	1023	1084	1266
lp_2591	5442	6717	11804	15189
lp_2593	1415	1692	1559	1638
lp_2601	488	574	807	785
lp_2602	684	892	994	1238
lp_2603	737	895	682	750
lp_2604	270	240	260	282
lp_2606	236	233	263	251
lp_2608	1016	1315	1182	1107
lp_2612	2568	3426	3692	4428
lp_2613	559	596	466	451
lp_2614	810	900	599	730
lp_2615	485	473	346	445
lp_2616	193	208	391	367
lp_2620	184	210	154	187
lp_2621	1542	2062	2212	2435
lp_2622	713	940	1019	956
lp_2623	1690	2128	2167	2586
lp_2624	31	21	24	42
lp_2625	41	24	22	44
lp_2629	21821	24409	43114	45356
lp_2630	2	3	6	6
lp_2631	9878	11638	7447	7380
lp_2633	180	203	193	173
lp_2634	105	128	130	155
lp_2635	254	278	354	350
lp_2636	3706	4456	2993	3660
lp_2638	74	86	24	9
lp_2641	696	645	724	672
lp_2642	1447	1472	1435	2034
lp_2643	1414	1321	2037	2226
lp_2645	45528	53117	41754	45389
lp_2652	4614	5394	5071	4893
lp_2653	1455	1884	1167	1470
lp_2654	721	946	549	583
lp_2658	3308	4061	2466	2990
lp_2660	1941	1946	3691	4144
lp_2661	1435	1495	2862	3520
lp_2662	574	752	768	812
lp_2663	1129	1446	1499	1530
lp_2664	5654	4942	3095	4703
lp_2665	5470	4132	2706	4094
lp_2666	1831	1964	2176	2641
lp_2667	1694	1976	1576	1421
lp_2668	2109	2302	3463	3945
lp_2669	2689	3087	4384	4583
lp_2671	8924	9926	8097	7272
lp_2673	3895	4597	4118	3881
lp_2674	276	244	203	265
lp_2675	931	972	740	799
lp_2676	113	120	120	184
lp_2677	200	263	300	401
lp_2680	1281	1589	1435	1470
lp_2681	9933	12740	11197	10919
lp_2683	727	823	715	834
lp_2684	230	270	942	1164
lp_2685	291	281	880	1197
lp_2688	42	40	24	19
lp_2689	250	409	274	230
lp_2690	1250	1572	1368	1268
lp_2691	522	656	496	597
lp_2693	4562	4753	3651	4253
lp_2694	2204	2251	1948	2520
lp_2696	248	280	601	1355
lp_2697	259	327	3430	10512
lp_2698	327	427	5173	16998
lp_2699	222	319	4983	15131
lp_2701	313	251	19952	41688
lp_2702	213	253	20303	37625
lp_2703	63	125	13502	24586
lp_2704	863	853	6760	8636
lp_2708	90	98	239	322
lp_2710	2295	1856	772	515
lp_2712	3829	4328	3013	2502
lp_2713	1209	1284	1364	1394
lp_2714	500	677	496	349
lp_2715	444	484	428	305
lp_2718	228	247	103	92
lp_2719	674	750	490	518
lp_2720	825	984	614	592
lp_2721	414	499	253	348
lp_2722	421	442	276	331
lp_2723	616	691	387	499
lp_2724	610	606	378	405
lp_2725	227	181	124	174
lp_2726	85	84	36	64
lp_2727	262	251	171	174
lp_2728	387	442	250	253
lp_2729	148	179	89	70
lp_2732	1195	1122	3421	4357
lp_2733	927	918	1892	2839
lp_2734	1116	1044	940	1221
lp_2735	606	592	569	626
lp_2736	2631	3434	3294	4205
lp_2737	3635	4928	4424	4929
lp_2738	4337	4859	3672	4020
lp_2739	1514	1505	304	390
lp_2740	1585	1447	660	649
lp_2741	642	787	510	473
lp_2742	972	965	788	595
lp_2743	3105	3334	2269	2315
lp_2744	1985	2007	1376	1231
lp_2745	1006	921	1072	1770
lp_2747	334	336	380	290
lp_2748	42	44	56	47
lp_2749	83	107	122	157
lp_2751	877	988	719	754
lp_2753	14844	16532	13264	14655
lp_2754	2071	2274	1710	1820
lp_2755	3308	3798	5852	4716
lp_2757	158	191	2531	2807
lp_2758	3354	3522	3879	4689
